platform,username,name,school,org_type,category_hint,active,notes
x,NTHU_TAIWAN,國立清華大學,nthu,official,綜合,true,search result twitter.com/NTHU_TAIWAN 官方帳號
x,NYCU_official,國立陽明交通大學,nycu,official,綜合,true,search result x.com/nycu_official 官方帳號
x,nthu_racing,NTHU Racing 清大賽車工廠,nthu,club,賽事,true,search result twitter.com/nthu_racing 活躍發賽事/隊伍動態
website,https://harmonica.nycu.club,交大竹韻口琴社,nycu,club,學藝性社團,true,使用者提供
website,https://nycu.moe,交大虛擬偶像社,nycu,club,綜合性社團,true,batch5 調查：唯一公開據點
website,https://sdc.nycu.club,NYCU 軟體開發社,nycu,club,學術,true,使用者提供 2026-08-22
website,https://linktr.ee/nthu.ecec,救護與急救推廣社,nthu,club,服務性,true,2026-08 sweep：課指組社團系統直連
website,https://nthussc.wixsite.com/home,科學服務社,nthu,club,服務性,true,2026-08 sweep：課指組社團系統直連
website,https://nthu.dev,區塊鏈研究社,nthu,club,學術性,true,2026-08 sweep：課指組社團系統直連
website,https://linktr.ee/yuehan,月涵文學獎工作會,nthu,club,綜合性,true,2026-08 sweep：課指組社團系統直連
website,https://thenthuctc.wixsite.com/nthuctc,校園導覽小組,nthu,club,綜合性,true,2026-08 sweep：課指組社團系統直連
website,https://linktr.ee/jullay,交大印度國際志工團,nycu,club,任務性,true,2026-08 sweep：研究 nycu_0（high）
website,https://iemsa.nycu.site,交大工業工程與管理學系學生會,nycu,official,學生自治組織,true,2026-08 sweep：研究 nycu_1（high）
website,https://nctuasean.wixsite.com/home,交大東南亞國際志工團,nycu,club,任務性,true,2026-08 sweep：研究 nycu_1（high）
website,https://delt.site.nthu.edu.tw,教科系系學會,nthu,official,自治性,true,2026-08 sweep：研究 nthu_1（med）
website,http://www.koinonia-hsinchu.org,柏克萊學生團契,nthu,club,學術性B,true,2026-08 sweep：研究 nthu_1（high）
website,http://ymmc.blogspot.com,陽明登山社,nycu,club,體能性,true,2026-08 sweep：研究 nycu_2（high）
website,https://ncturail.club,交大鐵道研究會,nycu,club,學術性,true,2026-08 sweep：研究 nycu_2（high）
website,https://meichuhackathon.org,梅竹黑客松籌備委員會,nthu,club,學術性A,true,2026-08 sweep：研究 nthu_2（high）
website,http://my.nthu.edu.tw/~spo9210,法輪大法社,nthu,club,體育性B,true,2026-08 sweep：研究 nthu_2（high）
website,https://nthuclssa.wixsite.com/nthuclssa,生科系會,nthu,official,自治性,true,2026-08 sweep：研究 nthu_2（med）
website,https://linktr.ee/aiesecinnthu.internal,經濟商管學生會,nthu,club,學術性A,true,2026-08 sweep：研究 nthu_2（high）
website,https://linktr.ee/NCTURI,交大鐵道研究會,nycu,club,學術性,true,2026-08 sweep：OSA 官方頁（high）
website,https://linktr.ee/tsc.nycu,交大轉學生聯誼會,nycu,club,綜合性,true,2026-08 sweep：OSA 官方頁（high）
website,https://nctuasean.wixsite.com/home/blog,交大東南亞國際志工團,nycu,club,任務性,true,2026-08 sweep：OSA 官方頁（high）
website,https://nctujullay.wixsite.com/jullay,交大印度國際志工團,nycu,club,任務性,true,2026-08 sweep：OSA 官方頁（high）
website,http://nctudmcc.weebly.com,交大數位音樂創作社,nycu,club,音樂戲劇性,true,2026-08 sweep：OSA 官方頁（high）
website,https://jcc.nycu.cc,交大日本文化研究社,nycu,club,學藝性,true,2026-08 sweep r2：clubportal 官方登記
website,https://anime.nycu.cc,交大動畫社,nycu,club,康樂性,true,2026-08 sweep r2：clubportal 官方登記
website,https://www.nycu-gdc.org,交大遊戲設計社,nycu,club,學術性,true,2026-08 sweep r2：clubportal 官方登記
website,https://bamboofox.org,交大網路安全策進會,nycu,club,學術性,true,2026-08 sweep r2：clubportal 官方登記（BambooFox CTF）
threads,nthu_dsc,資料科學社,nthu,club,綜合,true,2026-08 sweep r3：RSSHub threads 探測（IG 同 handle）
threads,nthu_jad,清大藝術與設計學系,nthu,club,綜合,true,2026-08 sweep r3：RSSHub threads 探測（IG 同 handle）
threads,nthu_dessert_,RoS甜點廚房,nthu,club,綜合,true,2026-08 sweep r3：RSSHub threads 探測（IG 同 handle）
threads,nthudmcc,電影與數位媒體創作社,nthu,club,綜合,true,2026-08 sweep r3：RSSHub threads 探測（IG 同 handle）
threads,nthu.acgacademic,ACG蔓延社,nthu,club,綜合,true,2026-08 sweep r3：RSSHub threads 探測（IG 同 handle）
threads,nthu_aiyu_club,愛慾實務社,nthu,club,綜合,true,2026-08 sweep r3：RSSHub threads 探測（IG 同 handle）
threads,nctumixology_,飲料調製社,nycu,club,綜合,true,2026-08 sweep r3：RSSHub threads 探測（IG 同 handle）
threads,nthu_econ,經濟系會,nthu,club,綜合,true,2026-08 sweep r3：RSSHub threads 探測（IG 同 handle）
threads,nycufcs,附中山校友會,nycu,club,綜合,true,2026-08 sweep r3：RSSHub threads 探測（IG 同 handle）
threads,nycu.__.ee,電機工程學系學生會,nycu,club,綜合,true,2026-08 sweep r3：RSSHub threads 探測（IG 同 handle）
threads,nctu_dj_club,唱片騎師社,nycu,club,綜合,true,2026-08 sweep r3：RSSHub threads 探測（IG 同 handle）
threads,nycustarvoice,星聲社,nycu,club,綜合,true,2026-08 sweep r3：RSSHub threads 探測（IG 同 handle）
threads,nthu_gdc,遊戲創作社,nthu,club,綜合,true,2026-08 sweep r3：RSSHub threads 探測（IG 同 handle）
threads,nthu_pianoclub,鋼琴社,nthu,club,綜合,true,2026-08 sweep r3：RSSHub threads 探測（IG 同 handle）
threads,nthu_dj_club,DJ社,nthu,club,綜合,true,2026-08 sweep r3：RSSHub threads 探測（IG 同 handle）
threads,nthu_nanyo,南友會,nthu,club,綜合,true,2026-08 sweep r3：RSSHub threads 探測（IG 同 handle）
threads,nthu_debate_club,思言社,nthu,club,綜合,true,2026-08 sweep r3：RSSHub threads 探測（IG 同 handle）
threads,nthumdclub,清大音樂文化發展社,nthu,club,綜合,true,2026-08 sweep r3：RSSHub threads 探測（IG 同 handle）
threads,nctu_bio_tech,生物科技學系學生會,nycu,club,綜合,true,2026-08 sweep r3：RSSHub threads 探測（IG 同 handle）
threads,nycu_soft_tennis,陽明軟式網球社,nycu,club,綜合,true,2026-08 sweep r3：RSSHub threads 探測（IG 同 handle）
threads,dreamlife_nthu_nycu,夢想方程式,nycu,club,綜合,true,2026-08 sweep r3：RSSHub threads 探測（IG 同 handle）
threads,nycu.iem.sa,工業工程與管理學系學生會,nycu,club,綜合,true,2026-08 sweep r3：RSSHub threads 探測（IG 同 handle）
threads,chungyou.nycu,中部地區校友會,nycu,club,綜合,true,2026-08 sweep r3：RSSHub threads 探測（IG 同 handle）
threads,nycu_msesa,材料科學與工程學系學生會,nycu,club,綜合,true,2026-08 sweep r3：RSSHub threads 探測（IG 同 handle）
threads,aiesecinnthu,經濟商管學生會,nthu,club,綜合,true,2026-08 sweep r3：RSSHub threads 探測（IG 同 handle）
threads,nyculib,陽明交大圖書館,nycu,club,綜合,true,2026-08 sweep r3：RSSHub threads 探測（IG 同 handle）
threads,nthu_acappella,人聲樂創社,nthu,club,綜合,true,2026-08 sweep r3：RSSHub threads 探測（IG 同 handle）
threads,niche_girlsinstem,Niche你需,nycu,club,綜合性,true,2026-08 deep search：Threads 活躍（206f）
threads,nycu_belight,悅讀AI半導體,nycu,club,學術性,true,2026-08 deep search：2025-08 起活躍
threads,chumei2026,竹梅籌備委員會,both,club,校園媒體,true,2026-09-02 使用者回報 sub_a812c43d46e9：RSSHub /threads/chumei2026 有貼文
